hubspot_campaign,platform,mapped_campaign,confidence_score
P0_SMB_IND_LOYALIFE-COMPASS_NeelamSanjeeda_Compass,HeyReach,P0_SMB_IND_LOYALIFE-COMPASS_ArjitaSanjeeda_Compass,80%
P0_SMB_Vishnu_Empuls_Sanjeeda ,Smartlead,P0_SMB_Vishnu_Empuls_Sanjeeda-Tech-SaaS,71%
P0_SMB_Vishnu_Empuls_Sanjeeda ,Smartlead,P0_SMB_Vishnu_Empuls_Sanjeeda-Hospitality-Retail-Consumer,63%
P0_SMB_Vishnu_Empuls_Sanjeeda ,Smartlead,P0_SMB_Vishnu_Empuls_Sanjeeda-Fintech-Financial-Services,63%
P0_SMB_Vishnu_Empuls_Sanjeeda ,Smartlead,P0_SMB_Vishnu_Empuls_Sanjeeda-High-Attrition-Industries,63%
P0_SMB_Vishnu_Empuls_Sanjeeda ,Smartlead,P0_SMB_Vishnu_Empuls_Sanjeeda-Logistics-Supply-Chain-Industrial,66%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,P0_SMB_Vishnu_Empuls_Sanjeeda- S3 Tech & SaaS ,63%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,P0_SMB_Vishnu_Empuls_Sanjeeda-S2 Fintech & FS,70%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,P0_SMB_Vishnu_Empuls_Sanjeeda-S1 High-Attrition,63%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,"P0_SMB_Vishnu_Empuls_Sanjeeda- S5 HOSPITALITY, RETAIL AND CONSUMER",66%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,"P0_SMB_Vishnu_Empuls_Sanjeeda-S4LOGISTICS, SUPPLY CHAIN AND INDUSTRIAL",66%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,P0_SMB_Neelam_Empuls_Sanjeeda-C4 Healthcare & Consumer,65%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,P0_SMB_Neelam_Empuls_Sanjeeda-C1 Manufacturing & Eng,66%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,P0_SMB_Neelam_Empuls_Sanjeeda-C3 IT Services & Tech,66%
P0_SMB_Vishnu_Empuls_Sanjeeda ,HeyReach,P0_SMB_Neelam_Empuls_Sanjeeda-C2 Banking Fintech & FS,66%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_Vishnu_loyalife_Sanjeeda-Partner-Platform-Loyalty,63%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_Vishnu_loyalife_Sanjeeda-BFSI-Customer-Engagement,63%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_Vishnu_loyalife_Sanjeeda-Consumer-Loyalty-Retention,63%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_Vishnu_Empuls_Sanjeeda-Hospitality-Retail-Consumer,61%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_IND_LOYALIFE-COMPASS_ArjitaSanjeeda_Loyalife ,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_IND_LOYALIFE-COMPASS_ArjitaSanjeeda_Compass,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_IND_LOYALIFE-COMPASS_NeelamSanjeeda_Loyalife,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,Smartlead,P0_SMB_IND_LOYALIFE-COMPASS_NeelamSanjeeda_Compass,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,HeyReach,P0_SMB_Vishnu_loyalife_Sanjeeda - SEGMENT D: PARTNER AND PLATFORM LOYALTY,64%
P0_SMB_Vishnu_loyalife_Sanjeeda,HeyReach,P0_SMB_Vishnu_loyalife_Sanjeeda - Segment C - Real Estate Referral & Buyer Loyalty,64%
P0_SMB_Vishnu_loyalife_Sanjeeda,HeyReach,P0_SMB_IND_LOYALIFE-COMPASS_ArjitaSanjeeda_Loyalife,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,HeyReach,P0_SMB_IND_LOYALIFE-COMPASS_NeelamSanjeeda_Loyalife,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,HeyReach,P0_SMB_IND_LOYALIFE-COMPASS_ArjitaSanjeeda_Compass,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,HeyReach,P0_SMB_IND_LOYALIFE-COMPASS_NeelamSanjeeda_Compass,67%
P0_SMB_Vishnu_loyalife_Sanjeeda,HeyReach,"P0_SMB_Vishnu_Empuls_Sanjeeda- S5 HOSPITALITY, RETAIL AND CONSUMER",60%
"P0-Hunting_F2F meeting Request for 13, 14 May_sohanSanjeeda_11May2026",Smartlead,"P0-Hunting_F2F meeting Request for 13, 14 May_sohanSanjeeda_11May2026",95%
P1_ ABM_ IND_Himanshu Empuls_Sanjeeda,HeyReach,P1_ ABM_ IND_Himanshu Empuls_Sanjeeda - Healthcare,88%
P1_ ABM_ IND_Himanshu Empuls_Sanjeeda,HeyReach, P1_ ABM_ IND_Himanshu Empuls_Sanjeeda- Manufacturing,88%
P1_ ABM_ IND_Himanshu Empuls_Sanjeeda,HeyReach,P1_ ABM_ IND_Himanshu Empuls_Sanjeeda - Banking Fintech,77%
P1_ ABM_ IND_Himanshu Empuls_Sanjeeda,HeyReach, P1_ ABM_ IND_Himanshu Empuls_Sanjeeda- IT & TECH,77%
P1_ ABM_ IND_Himanshu Empuls_Sanjeeda,HeyReach,P1_ ABM_ IND_Himanshu Empuls_Sanjeeda- IT & TECH,77%
P1_ABM_AfricalPassiveDeals_Africa_MAryMAhima_28Apr26,Smartlead,P1_ABM_AfricalPassiveDeals_Africa_MAryMAhima_28Apr26,95%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,Smartlead,P1_ABM_BFSI-FIF_AFR_EMAIL-LI_roshaan_15May2026,79%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,Smartlead,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan,60%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,Smartlead,P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL_SanjeedaRoshaan,67%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-FR,61%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-FR,61%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,60%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,61%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,HeyReach,P1_ABM_BFSI_AFR_FIFA_EMAIL-LI_roshaan_15May2026,79%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,HeyReach,P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL_SanjeedaRoshaan,67%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,60%
P1_ABM_BFSI_AFR_EMAIL-LI_ROSHAAN_25APR2026,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,61%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI-FIF_AFR_EMAIL-LI_roshaan_15May2026,80%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan,62%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL_SanjeedaRoshaan,67%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-FR,62%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-FR,63%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,62%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,63%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,Smartlead,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,60%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,HeyReach,P1_ABM_BFSI_AFR_FIFA_EMAIL-LI_roshaan_15May2026,92%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-_01Jun2026,63%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,HeyReach,P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL_SanjeedaRoshaan,67%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,62%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,63%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,HeyReach,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,60%
P1_ABM_BFSI_FIFA_AFR_EMAIL-LI_roshaan_15May2026-SANJEEDA,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_NimeshSanjeeda-_01Jun2026,61%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_BFSI_Solution 1: Gamification + Merchant-Funded Offers _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,89%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_BFSI_Solution 3: Plum — Rewards & Gifting Infrastructure _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026 ,68%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_BFSI_Solution 2: Empuls — Employee Rewards & Recognition _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,68%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen,70%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,62%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Government_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Healthcare_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Ecommerce_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,73%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Automotive_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Media_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,73%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Conglomerate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,73%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_RealEstate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_TechTelecom_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Travel_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,HeyReach,P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC-NaveenSanjeeda-procurement,64%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,HeyReach,P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC-NaveenSanjeeda-HR,65%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,HeyReach,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,62%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,HeyReach,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_BFSI_Gamification + Merchant-funded Offers_GCC_EMAIL-LI_naveen-mary_22May2026,HeyReach,P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen,70%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_IDN_EMAIL-LI_Faris-Traditional,70%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Traditional,71%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_IDN_EMAIL-LI_Faris-Digibank,70%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Digibank,71%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,Smartlead,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,67%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,HeyReach,P1_ABM_BFSI_IDN_EMAIL-LI-Digital Banks Faris,70%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,HeyReach,P1_ABM_BFSI_IDN_EMAIL-LI-Digital Banks Imelda,69%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,HeyReach,P1_ABM_BFSI_IDN_EMAIL-LI-Traditional Banks - Faris,69%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,HeyReach,P1_ABM_BFSI_IDN_EMAIL-LI_Traditional Banks-Imelda,68%
P1_ABM_BFSI_IDN_EMAIL-LI_Imelda-Faris_25May2026-SANJEEDA,HeyReach,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,67%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,Smartlead,P1_ABM_BFSI-FIF_AFR_EMAIL-LI_roshaan_15May2026,74%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,Smartlead,P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL_SanjeedaRoshaan,71%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-FR,61%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-FR,62%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,61%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,62%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,Smartlead,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,62%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,HeyReach,P1_ABM_BFSI_AFR_FIFA_EMAIL-LI_roshaan_15May2026,74%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,HeyReach,P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL_SanjeedaRoshaan,71%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-_01Jun2026,63%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,61%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,62%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,HeyReach,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,62%
P1_ABM_BFSI-BankOfAfrica_AFR_EMAIL-LI_Roshaan_Sanjeeda,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_NimeshSanjeeda-_01Jun2026,62%
P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,Smartlead,P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026,92%
P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,Smartlead,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,60%
P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,HeyReach,P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026,92%
P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,HeyReach,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,60%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,63%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,66%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Government_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Healthcare_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Ecommerce_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,73%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Automotive_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Media_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Conglomerate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_RealEstate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_TechTelecom_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Travel_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_Solution 3: Plum — Rewards & Gifting Infrastructure _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026 ,66%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_Solution 2: Empuls — Employee Rewards & Recognition _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,67%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_Solution 1: Gamification + Merchant-Funded Offers _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,71%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_High_ABM_DREAM_GCC_EMAIL_NaveenSanjeeda_21APR2026_,66%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen,84%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,63%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,66%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P1_ABM_PASSDEAL(Muneet)_GCC_-LI_naveen,65%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P1_High_ABM_DREAM_GCC_LI_NaveenSanjeeda_21APR2026_,65%
P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,Smartlead,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas- Influencers,71%
P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,Smartlead,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas- Decision Makers,71%
P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,HeyReach,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas-Kimberly_decisionMakers,79%
P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,HeyReach,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_KIMBERLY,77%
P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,HeyReach,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_KIM,62%
P1_ABM_DREAM-MANUFACTURING_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,Smartlead,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas- Influencers,68%
